0	0	0
1	0	0
2	0	1
3	0	4
4	0	9
5	0	16
6	0	25
7	0	36
8	0	49
9	1	64
10	1	81
11	1	100
12	1	121
13	2	144
14	2	169
15	2	196
16	2	225
17	3	256
18	3	289
19	4	324
20	4	361
21	4	400
22	4	441
23	5	484
24	6	529
25	5	576
26	6	625
27	6	676
28	7	729
29	9	784
30	7	841
31	9	900
32	9	961
33	10	1024
34	10	1089
35	11	1156
36	11	1225
37	12	1296
38	13	1369
39	14	1444
40	14	1521
41	16	1600
42	16	1681
43	18	1764
44	17	1849
45	18	1936
46	20	2025
47	22	2116
48	22	2209
49	23	2304
50	23	2401
51	24	2500
52	25	2601
53	27	2704
54	27	2809
55	30	2916
56	32	3025
57	32	3136
58	32	3249
59	33	3364
60	32	3481
61	34	3600
62	35	3721
63	79	3844
64	35	3969
65	38	4096
66	43	4225
67	40	4356
68	41	4489
69	42	4624
70	44	4761
71	44	4900
72	46	5041
73	46	5184
74	49	5329
75	50	5476
76	49	5625
77	50	5776
78	50	5929
79	53	6084
80	57	6241
81	57	6400
82	60	6561
83	61	6724
84	61	6889
85	63	7056
86	63	7225
87	67	7396
88	69	7569
89	70	7744
90	68	7921
91	73	8100
92	74	8281
93	73	8464
94	91	8649
95	42	8836
96	42	9025
97	43	9216
98	44	9409
99	45	9604
100	47	9801
101	49	10000
102	48	10201
103	50	10404
104	51	10609
105	51	10816
106	52	11025
107	51	11236
108	53	11449
109	54	11664
110	54	11881
111	57	12100
112	57	12321
113	60	12544
114	59	12769
115	61	12996
116	62	13225
117	63	13456
118	64	13689
119	64	13924
120	65	14161
121	65	14400
122	67	14641
123	68	14884
124	71	15129
125	69	15376
126	71	15625
127	74	15876
128	76	16129
129	72	16384
130	79	16641
131	75	16900
132	78	17161
133	78	17424
134	79	17689
135	79	17956
136	78	18225
137	81	18496
138	82	18769
139	84	19044
140	84	19321
141	88	19600
142	86	19881
143	87	20164
144	90	20449
145	90	20736
146	92	21025
147	93	21316
148	93	21609
149	94	21904
150	97	22201
151	99	22500
152	98	22801
153	97	23104
154	101	23409
155	104	23716
156	103	24025
157	106	24336
158	108	24649
159	109	24964
160	109	25281
161	112	25600
162	111	25921
163	115	26244
164	115	26569
165	116	26896
166	118	27225
167	120	27556
168	119	27889
169	119	28224
170	127	28561
171	122	28900
172	133	29241
173	130	29584
174	132	29929
175	134	30276
176	131	30625
177	135	30976
178	135	31329
179	134	31684
180	138	32041
181	142	32400
182	140	32761
183	145	33124
184	144	33489
185	146	33856
186	146	34225
187	150	34596
188	153	34969
189	155	35344
190	157	35721
191	156	36100
192	157	36481
193	162	36864
194	162	37249
195	160	37636
196	162	38025
197	169	38416
198	165	38809
199	172	39204
200	171	39601
201	169	40000
202	167	40401
203	173	40804
204	178	41209
205	174	41616
206	176	42025
207	195	42436
208	175	42849
209	180	43264
210	181	43681
211	179	44100
212	186	44521
213	189	44944
214	191	45369
215	190	45796
216	197	46225
217	193	46656
218	200	47089
219	216	47524
220	197	47961
221	197	48400
222	201	48841
223	204	49284
224	194	49729
225	206	50176
226	206	50625
227	207	51076
228	212	51529
229	206	51984
230	213	52441
231	207	52900
232	211	53361
233	212	53824
234	213	54289
235	215	54756
236	220	55225
237	228	55696
238	231	56169
239	227	56644
240	233	57121
241	233	57600
242	234	58081
243	239	58564
244	237	59049
245	245	59536
246	248	60025
247	246	60516
248	248	61009
249	249	61504
250	248	62001
251	255	62500
252	257	63001
253	250	63504
254	255	64009
255	250	64516
256	253	65025
257	256	65536
258	255	66049
259	269	66564
260	262	67081
261	269	67600
262	272	68121
263	271	68644
264	290	69169
265	266	69696
266	267	70225
267	273	70756
268	269	71289
269	285	71824
270	289	72361
271	285	72900
272	286	73441
273	290	73984
274	293	74529
275	290	75076
276	296	75625
277	301	76176
278	300	76729
279	299	77284
280	303	77841
281	319	78400
282	317	78961
283	311	79524
284	318	80089
285	311	80656
286	308	81225
287	311	81796
288	310	82369
289	314	82944
290	316	83521
291	322	84100
292	323	84681
293	326	85264
294	339	85849
295	325	86436
296	320	87025
297	325	87616
298	324	88209
299	328	88804
300	328	89401
301	334	90000
302	339	90601
303	342	91204
304	338	91809
305	345	92416
306	344	93025
307	352	93636
308	352	94249
309	347	94864
310	365	95481
311	359	96100
312	359	96721
313	368	97344
314	369	97969
315	373	98596
316	371	99225
317	375	99856
318	372	100489
319	371	101124
320	376	101761
321	374	102400
322	381	103041
323	380	103684
324	381	104329
325	377	104976
326	387	105625
327	384	106276
328	392	106929
329	394	107584
330	398	108241
331	389	108900
332	400	109561
333	397	110224
334	401	110889
335	403	111556
336	404	112225
337	410	112896
338	418	113569
339	423	114244
340	414	114921
341	422	115600
342	430	116281
343	432	116964
344	434	117649
345	437	118336
346	435	119025
347	430	119716
348	434	120409
349	440	121104
350	440	121801
351	438	122500
352	448	123201
353	457	123904
354	445	124609
355	443	125316
356	455	126025
357	464	126736
358	462	127449
359	467	128164
360	466	128881
361	465	129600
362	474	130321
363	470	131044
364	480	131769
365	496	132496
366	502	133225
367	491	133956
368	502	134689
369	507	135424
370	519	136161
371	503	136900
372	513	137641
373	498	138384
374	496	139129
375	504	139876
376	502	140625
377	508	141376
378	516	142129
379	515	142884
380	526	143641
381	529	144400
382	532	145161
383	535	145924
384	533	146689
385	535	147456
386	554	148225
387	539	148996
388	541	149769
389	547	150544
390	546	151321
391	544	152100
392	566	152881
393	563	153664
394	570	154449
395	560	155236
396	554	156025
397	567	156816
398	567	157609
399	566	158404
400	572	159201
401	620	160000
402	733	160801
403	665	161604
404	639	162409
405	607	163216
406	611	164025
407	588	164836
408	592	165649
409	595	166464
410	589	167281
411	604	168100
412	609	168921
413	609	169744
414	610	170569
415	619	171396
416	628	172225
417	616	173056
418	611	173889
419	642	174724
420	624	175561
421	634	176400
422	636	177241
423	656	178084
424	676	178929
425	663	179776
426	660	180625
427	659	181476
428	670	182329
429	655	183184
430	664	184041
431	679	184900
432	661	185761
433	676	186624
434	674	187489
435	668	188356
436	675	189225
437	669	190096
438	686	190969
439	710	191844
440	698	192721
441	699	193600
442	716	194481
443	706	195364
444	715	196249
445	714	197136
446	716	198025
447	712	198916
448	731	199809
449	722	200704
450	721	201601
451	732	202500
452	726	203401
453	730	204304
454	724	205209
455	738	206116
456	756	207025
457	754	207936
458	754	208849
459	761	209764
460	764	210681
461	752	211600
462	749	212521
463	752	213444
464	764	214369
465	773	215296
466	777	216225
467	770	217156
468	775	218089
469	772	219024
470	779	219961
471	786	220900
472	786	221841
473	797	222784
474	789	223729
475	788	224676
476	812	225625
477	814	226576
478	816	227529
479	829	228484
480	844	229441
481	854	230400
482	823	231361
483	828	232324
484	828	233289
485	841	234256
486	847	235225
487	829	236196
488	847	237169
489	858	238144
490	844	239121
491	845	240100
492	854	241081
493	849	242064
494	877	243049
495	866	244036
